Date,Store,Category,Sales,Profit,Quantity
2024-05-12,B,Bakery,2647,745,87
2024-05-12,B,Dairy,3864,644,68
2024-05-12,B,Beverages,4291,1092,86
2024-05-12,B,Fruits,4822,1060,107
2024-05-12,A,Bakery,4238,833,59
2024-05-12,A,Dairy,3229,730,114
2024-05-12,A,Beverages,4432,751,107
2024-05-12,A,Fruits,1718,277,41
2024-05-12,B,Snacks,3951,1065,76
2024-05-12,A,Snacks,1635,308,90
2024-05-13,C,Bakery,3066,894,40
2024-05-13,B,Dairy,3929,700,76
2024-05-13,C,Dairy,2648,709,20
2024-05-13,C,Beverages,4675,1058,29
2024-05-13,C,Snacks,1245,334,112
2024-05-13,C,Fruits,2994,701,119
2024-05-13,B,Bakery,3667,1064,80
2024-05-13,B,Beverages,4944,776,28
2024-05-13,B,Fruits,3538,582,40
2024-05-13,A,Bakery,2181,648,110
2024-05-13,A,Dairy,4844,1053,88
2024-05-13,A,Beverages,4950,1081,29
2024-05-13,A,Snacks,1379,376,53
2024-05-13,A,Fruits,818,150,63
2024-05-13,B,Snacks,1680,298,97
2024-05-14,C,Dairy,1114,298,39
2024-05-14,C,Beverages,3989,963,82
2024-05-14,C,Snacks,3122,786,102
2024-05-14,C,Fruits,3048,743,100
2024-05-14,B,Bakery,1172,236,96
2024-05-14,B,Dairy,3531,690,117
2024-05-14,B,Beverages,1797,289,74
2024-05-14,C,Bakery,3790,824,21
2024-05-14,B,Fruits,2210,523,61
2024-05-14,A,Bakery,4914,1473,116
2024-05-14,A,Dairy,2612,518,37
2024-05-14,A,Beverages,4920,931,47
2024-05-14,A,Snacks,4243,984,39
2024-05-14,A,Fruits,4975,1441,75
2024-05-14,B,Snacks,1351,350,86
2024-05-15,C,Bakery,2650,655,115
2024-05-15,C,Dairy,3280,608,20
2024-05-15,C,Beverages,1899,352,39
2024-05-15,C,Snacks,2549,513,46
2024-05-15,C,Fruits,1719,462,79
2024-05-15,B,Bakery,3099,828,28
2024-05-15,B,Dairy,1008,203,20
2024-05-15,B,Beverages,1143,200,94
2024-05-15,B,Fruits,4909,1115,88
2024-05-15,A,Bakery,2792,646,87
2024-05-15,A,Dairy,1003,241,87
2024-05-15,A,Beverages,4259,1183,44
2024-05-15,A,Snacks,1557,358,90
2024-05-15,A,Fruits,2352,703,88
2024-05-15,B,Snacks,1522,258,31
2024-05-16,B,Dairy,1827,538,58
2024-05-16,C,Dairy,3657,830,31
2024-05-16,C,Beverages,887,180,108
2024-05-16,C,Snacks,1203,199,57
2024-05-16,C,Fruits,3565,677,41
2024-05-16,B,Bakery,4283,745,95
2024-05-16,B,Beverages,3236,654,33
2024-05-16,C,Bakery,2864,603,87
2024-05-16,B,Fruits,3240,604,92
2024-05-16,A,Fruits,3739,810,105
2024-05-16,A,Snacks,1478,347,68
2024-05-16,B,Snacks,2078,610,70
2024-05-16,A,Dairy,2589,532,53
2024-05-16,A,Bakery,2225,421,57
2024-05-16,A,Beverages,3275,777,91
2024-05-17,C,Bakery,2567,629,118
2024-05-17,C,Dairy,1645,335,32
2024-05-17,C,Beverages,4167,1161,96
2024-05-17,C,Snacks,2302,519,75
2024-05-17,C,Fruits,3171,816,59
2024-05-17,B,Dairy,3570,744,40
2024-05-17,B,Beverages,1124,287,115
2024-05-17,B,Bakery,4387,1286,43
2024-05-17,B,Fruits,1308,291,95
2024-05-17,A,Bakery,3061,896,105
2024-05-17,A,Dairy,4228,772,51
2024-05-17,A,Beverages,1217,307,63
2024-05-17,A,Snacks,4357,1136,64
2024-05-17,A,Fruits,2302,367,53
2024-05-17,B,Snacks,2092,353,85
2024-05-18,B,Bakery,2729,591,53
2024-05-18,C,Bakery,3558,1028,58
2024-05-18,C,Dairy,3585,777,69
2024-05-18,C,Beverages,3294,816,51
2024-05-18,C,Snacks,4876,1411,85
2024-05-18,C,Fruits,3390,736,94
2024-05-18,B,Dairy,2717,478,90
2024-05-18,A,Snacks,4890,1059,109
2024-05-18,B,Snacks,4757,1119,99
2024-05-18,B,Fruits,3540,813,31
2024-05-18,A,Bakery,4486,708,58
2024-05-18,A,Dairy,4315,1284,77
2024-05-18,A,Beverages,1930,539,74
2024-05-18,A,Fruits,3617,764,96
2024-05-18,B,Beverages,4759,1083,24
2024-05-19,B,Dairy,2863,680,73
2024-05-19,C,Bakery,2975,506,26
2024-05-19,C,Dairy,4733,1151,77
2024-05-19,C,Beverages,3507,864,43
2024-05-19,C,Snacks,4246,1189,111
2024-05-19,C,Fruits,3528,585,99
2024-05-19,B,Beverages,3535,951,63
2024-05-19,B,Bakery,4539,1040,21
2024-05-19,B,Fruits,2197,472,56
2024-05-19,B,Snacks,1631,309,29
2024-05-19,A,Bakery,4661,723,24
2024-05-19,A,Dairy,4732,1119,91
2024-05-19,A,Beverages,2675,577,108
2024-05-19,A,Snacks,1893,513,57
2024-05-19,A,Fruits,3173,526,42
2024-05-20,C,Dairy,4380,1199,83
2024-05-20,C,Beverages,4769,761,101
2024-05-20,C,Snacks,1395,253,86
2024-05-20,C,Fruits,4283,1228,20
2024-05-20,B,Bakery,1246,287,118
2024-05-20,B,Dairy,4842,1364,101
2024-05-20,B,Beverages,1925,295,65
2024-05-20,C,Bakery,3624,795,21
2024-05-20,B,Fruits,4924,756,30
2024-05-20,A,Bakery,1817,391,70
2024-05-20,A,Dairy,2728,521,83
2024-05-20,A,Beverages,1023,231,45
2024-05-20,A,Snacks,1787,527,117
2024-05-20,A,Fruits,1364,283,78
2024-05-20,B,Snacks,3840,810,40
2024-05-21,C,Bakery,1285,241,40
2024-05-21,C,Dairy,3623,842,116
2024-05-21,C,Beverages,4045,1138,108
2024-05-21,C,Snacks,4549,849,109
2024-05-21,C,Fruits,948,237,85
2024-05-21,B,Bakery,1324,289,99
2024-05-21,B,Dairy,1058,272,71
2024-05-21,B,Beverages,922,143,35
2024-05-21,B,Fruits,3852,991,109
2024-05-21,A,Bakery,4260,1075,109
2024-05-21,A,Dairy,3855,1145,68
2024-05-21,A,Beverages,2932,588,68
2024-05-21,A,Snacks,3985,835,95
2024-05-21,A,Fruits,1029,300,80
2024-05-21,B,Snacks,3083,608,45
2024-05-22,B,Bakery,2640,728,62
2024-05-22,C,Bakery,1952,476,106
2024-05-22,C,Dairy,3384,943,92
2024-05-22,C,Beverages,1082,183,77
2024-05-22,C,Snacks,4518,916,61
2024-05-22,C,Fruits,3687,932,106
2024-05-22,B,Dairy,2796,604,109
2024-05-22,A,Snacks,3111,749,77
2024-05-22,B,Snacks,4615,704,112
2024-05-22,B,Fruits,1348,393,105
2024-05-22,A,Bakery,4675,834,103
2024-05-22,A,Dairy,4142,1091,113
2024-05-22,A,Beverages,2321,538,112
2024-05-22,B,Beverages,3072,591,92
2024-05-22,A,Fruits,2782,734,104
2024-05-23,C,Bakery,2553,554,87
2024-05-23,C,Dairy,2094,500,117
2024-05-23,C,Beverages,4442,835,100
2024-05-23,C,Snacks,2307,418,99
2024-05-23,C,Fruits,3383,892,93
2024-05-23,B,Bakery,2636,586,45
2024-05-23,B,Dairy,2154,399,107
2024-05-23,B,Beverages,4349,1116,22
2024-05-23,B,Snacks,4080,632,20
2024-05-23,B,Fruits,2191,539,103
2024-05-23,A,Bakery,1604,445,39
2024-05-23,A,Dairy,4470,708,21
2024-05-23,A,Beverages,4197,1121,72
2024-05-23,A,Snacks,866,205,25
2024-05-23,A,Fruits,1747,289,44
2024-05-24,C,Dairy,2913,532,40
2024-05-24,C,Beverages,2287,468,60
2024-05-24,C,Snacks,2915,540,55
2024-05-24,C,Fruits,4405,1085,107
2024-05-24,B,Bakery,2649,713,102
2024-05-24,B,Dairy,2840,470,74
2024-05-24,B,Beverages,1346,220,49
2024-05-24,C,Bakery,2382,394,58
2024-05-24,B,Fruits,3345,597,55
2024-05-24,A,Bakery,3302,974,51
2024-05-24,A,Dairy,3008,747,67
2024-05-24,A,Beverages,4587,1292,26
2024-05-24,A,Snacks,1926,391,60
2024-05-24,A,Fruits,3241,628,94
2024-05-24,B,Snacks,2156,475,20
2024-05-25,C,Dairy,2929,481,76
2024-05-25,C,Beverages,1481,373,48
2024-05-25,C,Snacks,1852,374,97
2024-05-25,C,Fruits,4867,1369,119
2024-05-25,B,Bakery,1161,282,28
2024-05-25,B,Dairy,2879,838,93
2024-05-25,B,Beverages,4260,701,100
2024-05-25,C,Bakery,4102,1190,99
2024-05-25,B,Fruits,3058,634,101
2024-05-25,A,Bakery,2803,465,21
2024-05-25,A,Dairy,4825,900,77
2024-05-25,A,Beverages,1037,307,33
2024-05-25,A,Snacks,900,228,21
2024-05-25,A,Fruits,1401,300,104
2024-05-25,B,Snacks,1340,244,26
2024-05-26,C,Bakery,2445,530,88
2024-05-26,C,Dairy,4926,1425,66
2024-05-26,C,Beverages,2268,564,60
2024-05-26,C,Snacks,3522,557,74
2024-05-26,C,Fruits,2360,412,70
2024-05-26,B,Bakery,4957,1211,22
2024-05-26,B,Dairy,3544,580,49
2024-05-26,B,Beverages,1341,358,95
2024-05-26,B,Fruits,2724,807,88
2024-05-26,A,Bakery,4736,878,111
2024-05-26,A,Dairy,1260,267,87
2024-05-26,A,Beverages,2355,355,77
2024-05-26,A,Snacks,2949,698,64
2024-05-26,A,Fruits,2722,479,81
2024-05-26,B,Snacks,3081,801,51
2024-05-27,B,Dairy,1396,228,119
2024-05-27,C,Dairy,4767,1208,91
2024-05-27,C,Beverages,2098,422,24
2024-05-27,C,Snacks,3726,666,92
2024-05-27,C,Fruits,1290,291,49
2024-05-27,B,Bakery,4564,992,78
2024-05-27,B,Beverages,3370,716,117
2024-05-27,C,Bakery,2873,627,46
2024-05-27,B,Fruits,1610,385,79
2024-05-27,A,Bakery,1112,238,43
2024-05-27,A,Dairy,4706,730,32
2024-05-27,A,Beverages,3942,935,89
2024-05-27,A,Snacks,2808,689,53
2024-05-27,A,Fruits,2153,379,75
2024-05-27,B,Snacks,3657,773,95
2024-05-28,C,Bakery,2361,685,58
2024-05-28,C,Dairy,2797,613,41
2024-05-28,C,Beverages,2582,482,81
2024-05-28,C,Snacks,1895,338,111
2024-05-28,C,Fruits,4087,972,37
2024-05-28,B,Bakery,3405,741,69
2024-05-28,B,Dairy,1552,300,57
2024-05-28,A,Snacks,1166,317,35
2024-05-28,B,Snacks,1597,325,45
2024-05-28,B,Fruits,2570,464,37
2024-05-28,A,Bakery,3822,590,32
2024-05-28,A,Dairy,2953,473,111
2024-05-28,A,Beverages,4409,800,115
2024-05-28,B,Beverages,3776,816,45
2024-05-28,A,Fruits,2719,410,69
2024-05-29,C,Bakery,2326,422,77
2024-05-29,C,Dairy,3970,1031,41
2024-05-29,C,Beverages,1996,595,99
2024-05-29,C,Snacks,1132,225,60
2024-05-29,C,Fruits,4475,948,82
2024-05-29,B,Bakery,920,204,113
2024-05-29,B,Dairy,1128,278,95
2024-05-29,B,Beverages,1503,250,38
2024-05-29,B,Snacks,2978,744,78
2024-05-29,B,Fruits,1025,297,70
2024-05-29,A,Bakery,878,185,71
2024-05-29,A,Dairy,2217,405,74
2024-05-29,A,Beverages,1400,306,32
2024-05-29,A,Snacks,1743,300,90
2024-05-29,A,Fruits,4781,1361,41
2024-05-30,C,Dairy,4119,1115,65
2024-05-30,C,Beverages,3353,918,22
2024-05-30,C,Snacks,4300,1230,36
2024-05-30,C,Fruits,3862,859,63
2024-05-30,B,Bakery,2228,650,46
2024-05-30,B,Dairy,4785,1165,28
2024-05-30,B,Beverages,2260,553,86
2024-05-30,C,Bakery,4029,779,88
2024-05-30,B,Fruits,2364,585,86
2024-05-30,A,Bakery,3013,825,50
2024-05-30,A,Dairy,1554,295,21
2024-05-30,A,Beverages,4816,1229,83
2024-05-30,A,Snacks,2824,578,62
2024-05-30,A,Fruits,1813,383,34
2024-05-30,B,Snacks,4639,717,44
2024-05-31,C,Dairy,2817,535,41
2024-05-31,C,Beverages,3218,732,54
2024-05-31,C,Snacks,4779,829,67
2024-05-31,C,Fruits,1618,454,24
2024-05-31,B,Bakery,2504,619,86
2024-05-31,B,Dairy,4257,772,51
2024-05-31,B,Beverages,4933,1246,39
2024-05-31,C,Bakery,3234,938,72
2024-05-31,B,Fruits,1670,336,40
2024-05-31,A,Bakery,4871,1411,46
2024-05-31,A,Dairy,830,142,30
2024-05-31,A,Beverages,4477,682,65
2024-05-31,A,Snacks,3575,845,50
2024-05-31,A,Fruits,1410,243,110
2024-05-31,B,Snacks,3539,1010,64
2024-06-01,C,Bakery,3313,665,42
2024-06-01,C,Dairy,3635,1007,49
2024-06-01,C,Beverages,2904,591,100
2024-06-01,C,Snacks,1976,573,40
2024-06-01,C,Fruits,4534,1075,33
2024-06-01,B,Bakery,1327,231,118
2024-06-01,B,Dairy,3961,669,88
2024-06-01,B,Snacks,1809,334,34
2024-06-01,B,Fruits,3537,1040,96
2024-06-01,A,Bakery,1527,331,66
2024-06-01,A,Dairy,1350,222,108
2024-06-01,A,Beverages,1131,314,96
2024-06-01,A,Snacks,3063,766,69
2024-06-01,A,Fruits,4964,1291,107
2024-06-01,B,Beverages,4201,1135,43
2024-06-02,B,Bakery,3075,546,36
2024-06-02,C,Dairy,1924,553,89
2024-06-02,C,Beverages,2803,540,89
2024-06-02,C,Snacks,1889,484,28
2024-06-02,C,Fruits,4855,1281,46
2024-06-02,B,Dairy,3650,1076,40
2024-06-02,C,Bakery,3790,831,98
2024-06-02,B,Beverages,2863,464,59
2024-06-02,A,Fruits,1896,550,52
2024-06-02,A,Snacks,2773,797,36
2024-06-02,A,Beverages,1794,358,53
2024-06-02,B,Snacks,1830,515,35
2024-06-02,A,Bakery,1658,290,35
2024-06-02,B,Fruits,2588,507,113
2024-06-02,A,Dairy,1641,436,93
2024-06-03,C,Dairy,2436,641,56
2024-06-03,C,Beverages,1195,230,34
2024-06-03,C,Snacks,4367,1131,119
2024-06-03,C,Fruits,3714,1023,82
2024-06-03,B,Bakery,4338,724,49
2024-06-03,B,Dairy,1715,430,73
2024-06-03,B,Beverages,936,279,118
2024-06-03,C,Bakery,2449,482,45
2024-06-03,B,Fruits,2872,828,78
2024-06-03,A,Bakery,3980,1179,82
2024-06-03,A,Dairy,4291,769,77
2024-06-03,A,Beverages,3465,612,115
2024-06-03,A,Snacks,4582,1251,65
2024-06-03,A,Fruits,1944,490,33
2024-06-03,B,Snacks,1137,326,37
2024-06-04,C,Bakery,4996,855,40
2024-06-04,C,Dairy,2811,611,97
2024-06-04,C,Beverages,1974,559,32
2024-06-04,C,Snacks,1909,330,40
2024-06-04,C,Fruits,4042,688,34
2024-06-04,B,Bakery,874,157,58
2024-06-04,B,Dairy,1734,391,97
2024-06-04,B,Beverages,2526,444,95
2024-06-04,B,Fruits,3286,506,69
2024-06-04,A,Bakery,2236,598,30
2024-06-04,A,Dairy,3771,626,85
2024-06-04,A,Beverages,858,197,109
2024-06-04,A,Fruits,4979,1223,34
2024-06-04,B,Snacks,2537,758,118
2024-06-04,A,Snacks,1013,168,69
2024-06-05,C,Bakery,2963,856,112
2024-06-05,B,Dairy,1028,184,43
2024-06-05,C,Dairy,2730,517,105
2024-06-05,C,Beverages,3847,809,90
2024-06-05,C,Snacks,1355,245,95
2024-06-05,C,Fruits,1557,290,43
2024-06-05,B,Bakery,1870,474,98
2024-06-05,B,Snacks,1981,301,100
2024-06-05,B,Fruits,3069,639,47
2024-06-05,A,Bakery,3772,848,100
2024-06-05,A,Dairy,2657,686,21
2024-06-05,A,Beverages,2914,511,31
2024-06-05,A,Snacks,3073,703,25
2024-06-05,A,Fruits,1042,287,100
2024-06-05,B,Beverages,4133,710,46
2024-06-06,C,Dairy,1938,339,101
2024-06-06,C,Beverages,2113,551,38
2024-06-06,C,Snacks,1718,313,80
2024-06-06,C,Fruits,1671,348,86
2024-06-06,B,Bakery,4606,800,39
2024-06-06,B,Dairy,1830,275,47
2024-06-06,B,Beverages,4515,917,101
2024-06-06,C,Bakery,3020,779,44
2024-06-06,B,Fruits,3878,692,59
2024-06-06,A,Bakery,3974,818,82
2024-06-06,A,Dairy,1792,340,68
2024-06-06,A,Beverages,2965,623,72
2024-06-06,A,Snacks,4603,1161,43
2024-06-06,A,Fruits,3226,636,101
2024-06-06,B,Snacks,3323,586,97
2024-06-07,C,Bakery,4467,866,44
2024-06-07,C,Dairy,2934,864,54
2024-06-07,C,Beverages,3741,1103,27
2024-06-07,C,Snacks,1309,224,59
2024-06-07,C,Fruits,1548,350,38
2024-06-07,B,Bakery,2688,481,25
2024-06-07,B,Dairy,1537,409,74
2024-06-07,B,Beverages,4238,923,21
2024-06-07,B,Fruits,4693,772,25
2024-06-07,A,Bakery,2594,716,101
2024-06-07,A,Dairy,2217,615,102
2024-06-07,A,Beverages,1083,271,104
2024-06-07,A,Snacks,2014,468,87
2024-06-07,A,Fruits,3910,784,98
2024-06-07,B,Snacks,4092,1025,113
2024-06-08,C,Bakery,1720,267,68
2024-06-08,C,Dairy,1032,260,86
2024-06-08,C,Beverages,2215,554,29
2024-06-08,C,Snacks,3992,925,32
2024-06-08,C,Fruits,3625,879,25
2024-06-08,B,Bakery,1204,297,77
2024-06-08,B,Dairy,2624,470,79
2024-06-08,B,Beverages,2197,433,99
2024-06-08,B,Fruits,4735,1284,98
2024-06-08,A,Bakery,2042,418,111
2024-06-08,A,Dairy,4933,1067,27
2024-06-08,A,Beverages,1606,428,54
2024-06-08,A,Snacks,2125,568,41
2024-06-08,A,Fruits,1501,383,74
2024-06-08,B,Snacks,4032,897,66
2024-06-09,C,Bakery,2779,680,46
2024-06-09,C,Dairy,3262,615,112
2024-06-09,C,Beverages,1144,327,43
2024-06-09,C,Snacks,1804,452,96
2024-06-09,C,Fruits,3079,673,92
2024-06-09,B,Bakery,1673,493,81
2024-06-09,B,Dairy,1195,185,26
2024-06-09,B,Beverages,2560,656,77
2024-06-09,B,Snacks,4518,958,41
2024-06-09,B,Fruits,4106,873,106
2024-06-09,A,Bakery,3692,914,71
2024-06-09,A,Dairy,1597,298,31
2024-06-09,A,Beverages,4231,755,20
2024-06-09,A,Snacks,3065,802,97
2024-06-09,A,Fruits,2269,513,55
2024-06-10,C,Dairy,3482,826,112
2024-06-10,C,Beverages,4538,980,27
2024-06-10,C,Snacks,1609,308,95
2024-06-10,C,Fruits,3450,876,52
2024-06-10,B,Bakery,1397,296,27
2024-06-10,B,Dairy,1932,370,58
2024-06-10,B,Beverages,1221,285,115
2024-06-10,C,Bakery,2031,463,38
2024-06-10,B,Fruits,1467,226,62
2024-06-10,A,Bakery,2564,615,73
2024-06-10,A,Dairy,2156,511,104
2024-06-10,A,Beverages,4751,861,33
2024-06-10,A,Snacks,2536,736,42
2024-06-10,A,Fruits,1543,245,98
2024-06-10,B,Snacks,898,196,66
2024-06-11,C,Dairy,4185,1176,78
2024-06-11,C,Beverages,2739,566,24
2024-06-11,C,Snacks,2324,563,111
2024-06-11,C,Fruits,1193,266,75
2024-06-11,B,Bakery,3603,937,105
2024-06-11,B,Dairy,4728,1058,115
2024-06-11,B,Beverages,4836,1006,101
2024-06-11,C,Bakery,2613,490,83
2024-06-11,B,Fruits,1035,176,62
2024-06-11,A,Bakery,3974,1071,37
2024-06-11,A,Dairy,2758,780,61
2024-06-11,A,Beverages,4203,709,36
2024-06-11,A,Snacks,2425,491,50
2024-06-11,A,Fruits,2373,462,72
2024-06-11,B,Snacks,1025,169,73
2024-06-12,C,Bakery,2610,580,86
2024-06-12,C,Dairy,4615,1211,73
2024-06-12,C,Beverages,1486,390,53
2024-06-12,C,Snacks,1066,314,89
2024-06-12,C,Fruits,2526,462,106
2024-06-12,B,Bakery,4701,1372,78
2024-06-12,B,Dairy,4785,1103,64
2024-06-12,B,Beverages,1867,545,49
2024-06-12,B,Fruits,3989,1029,108
2024-06-12,A,Bakery,1766,397,81
2024-06-12,A,Dairy,3925,1083,63
2024-06-12,A,Beverages,2709,432,52
2024-06-12,A,Snacks,2116,634,69
2024-06-12,A,Fruits,3635,653,70
2024-06-12,B,Snacks,3866,977,57
2024-06-13,B,Dairy,1766,267,43
2024-06-13,C,Dairy,4542,839,112
2024-06-13,C,Beverages,2219,598,53
2024-06-13,C,Snacks,3076,556,58
2024-06-13,C,Fruits,4091,785,76
2024-06-13,B,Bakery,834,160,82
2024-06-13,B,Beverages,3452,832,113
2024-06-13,C,Bakery,3756,973,50
2024-06-13,B,Fruits,3636,1031,56
2024-06-13,A,Fruits,4191,1238,102
2024-06-13,A,Snacks,3539,975,67
2024-06-13,B,Snacks,1336,244,26
2024-06-13,A,Dairy,2572,658,29
2024-06-13,A,Bakery,3670,764,20
2024-06-13,A,Beverages,2335,447,68
2024-06-14,C,Dairy,1280,292,84
2024-06-14,C,Beverages,3377,730,29
2024-06-14,C,Snacks,4608,1038,84
2024-06-14,C,Fruits,2396,545,111
2024-06-14,B,Bakery,2521,682,89
2024-06-14,B,Dairy,4540,1094,85
2024-06-14,B,Beverages,1414,354,102
2024-06-14,C,Bakery,1875,495,86
2024-06-14,B,Fruits,4168,1204,94
2024-06-14,A,Bakery,4402,901,90
2024-06-14,A,Dairy,4464,686,40
2024-06-14,A,Beverages,1505,378,35
2024-06-14,A,Snacks,2694,489,87
2024-06-14,A,Fruits,3374,584,76
2024-06-14,B,Snacks,1372,221,45
2024-06-15,C,Bakery,4190,873,113
2024-06-15,C,Dairy,1388,282,46
2024-06-15,C,Beverages,2988,576,52
2024-06-15,C,Snacks,4849,1025,41
2024-06-15,C,Fruits,1902,310,105
2024-06-15,B,Bakery,4344,1265,38
2024-06-15,B,Dairy,2163,444,48
2024-06-15,B,Beverages,948,242,65
2024-06-15,B,Fruits,4886,1280,108
2024-06-15,A,Bakery,1829,428,40
2024-06-15,A,Dairy,2677,477,24
2024-06-15,A,Beverages,1397,294,44
2024-06-15,A,Fruits,1598,372,110
2024-06-15,B,Snacks,3008,527,33
2024-06-15,A,Snacks,4749,914,112
2024-06-16,C,Bakery,2387,596,50
2024-06-16,B,Dairy,4471,919,44
2024-06-16,C,Dairy,4041,871,58
2024-06-16,C,Beverages,2777,446,95
2024-06-16,C,Snacks,1929,526,84
2024-06-16,C,Fruits,3717,828,89
2024-06-16,B,Bakery,4839,947,70
2024-06-16,B,Beverages,3237,839,69
2024-06-16,B,Fruits,3402,554,42
2024-06-16,A,Bakery,3210,914,89
2024-06-16,A,Dairy,4568,765,117
2024-06-16,A,Beverages,4212,1228,76
2024-06-16,A,Snacks,3786,821,36
2024-06-16,A,Fruits,2859,758,47
2024-06-16,B,Snacks,3096,481,56
2024-06-17,C,Dairy,2996,482,107
2024-06-17,C,Beverages,3314,690,21
2024-06-17,C,Snacks,1888,384,53
2024-06-17,C,Fruits,3453,895,61
2024-06-17,B,Bakery,1866,321,45
2024-06-17,B,Dairy,2195,470,107
2024-06-17,B,Beverages,2385,428,90
2024-06-17,C,Bakery,1589,274,39
2024-06-17,B,Fruits,3678,778,94
2024-06-17,A,Bakery,3262,927,89
2024-06-17,A,Dairy,4101,1103,34
2024-06-17,A,Beverages,4872,1059,29
2024-06-17,A,Snacks,1512,360,50
2024-06-17,A,Fruits,4017,987,60
2024-06-17,B,Snacks,1403,250,29
2024-06-18,C,Bakery,2715,545,59
2024-06-18,C,Dairy,4432,1283,20
2024-06-18,C,Beverages,4264,933,41
2024-06-18,C,Snacks,1542,318,90
2024-06-18,C,Fruits,855,167,21
2024-06-18,B,Bakery,2239,558,45
2024-06-18,B,Dairy,4733,1108,51
2024-06-18,B,Beverages,1961,530,78
2024-06-18,B,Fruits,1746,342,54
2024-06-18,A,Bakery,1221,225,84
2024-06-18,A,Dairy,2031,464,43
2024-06-18,A,Beverages,3803,896,114
2024-06-18,A,Snacks,4163,650,88
2024-06-18,A,Fruits,2109,520,116
2024-06-18,B,Snacks,2747,635,48
2024-06-19,B,Dairy,1038,156,39
2024-06-19,C,Dairy,2024,497,47
2024-06-19,C,Beverages,4047,1070,52
2024-06-19,C,Snacks,4472,673,96
2024-06-19,C,Fruits,2467,578,56
2024-06-19,B,Bakery,2186,440,93
2024-06-19,B,Beverages,1180,328,52
2024-06-19,C,Bakery,1632,411,61
2024-06-19,B,Fruits,2837,440,56
2024-06-19,A,Fruits,904,165,41
2024-06-19,A,Snacks,1673,254,62
2024-06-19,B,Snacks,3061,467,81
2024-06-19,A,Dairy,3878,751,99
2024-06-19,A,Bakery,1170,331,56
2024-06-19,A,Beverages,1445,369,102
2024-06-20,C,Bakery,4009,1165,106
2024-06-20,C,Dairy,3747,971,79
2024-06-20,C,Beverages,4678,1054,40
2024-06-20,C,Snacks,1929,392,58
2024-06-20,C,Fruits,1618,246,61
2024-06-20,B,Dairy,2343,452,45
2024-06-20,B,Beverages,3011,727,55
2024-06-20,B,Bakery,4079,981,105
2024-06-20,B,Fruits,2640,459,116
2024-06-20,A,Bakery,1985,436,82
2024-06-20,A,Dairy,2104,579,110
2024-06-20,A,Beverages,4086,719,90
2024-06-20,A,Snacks,2329,530,41
2024-06-20,A,Fruits,2446,733,34
2024-06-20,B,Snacks,3933,920,112
2024-06-21,B,Bakery,2736,736,94
2024-06-21,C,Dairy,4331,1255,93
2024-06-21,C,Bakery,4149,768,89
2024-06-21,C,Beverages,1592,408,22
2024-06-21,C,Snacks,4003,1160,119
2024-06-21,C,Fruits,1768,299,21
2024-06-21,B,Dairy,3556,561,89
2024-06-21,A,Snacks,2089,352,73
2024-06-21,B,Snacks,2970,801,83
2024-06-21,B,Fruits,2633,578,115
2024-06-21,A,Bakery,3756,625,33
2024-06-21,A,Dairy,3468,794,36
2024-06-21,A,Beverages,1582,465,47
2024-06-21,A,Fruits,1344,284,117
2024-06-21,B,Beverages,1716,338,96
2024-06-22,C,Bakery,4216,1147,38
2024-06-22,C,Dairy,1898,305,90
2024-06-22,C,Beverages,4847,1448,49
2024-06-22,C,Snacks,2661,601,82
2024-06-22,C,Fruits,2182,553,36
2024-06-22,B,Dairy,3939,944,80
2024-06-22,B,Bakery,3555,763,109
2024-06-22,B,Beverages,4072,865,50
2024-06-22,B,Fruits,1098,261,39
2024-06-22,A,Bakery,2994,727,57
2024-06-22,A,Dairy,4201,859,65
2024-06-22,A,Beverages,1383,384,67
2024-06-22,A,Snacks,3759,1106,95
2024-06-22,A,Fruits,1149,261,85
2024-06-22,B,Snacks,3689,600,117
2024-06-23,C,Dairy,3902,652,77
2024-06-23,C,Beverages,2093,465,53
2024-06-23,C,Snacks,3311,749,54
2024-06-23,C,Fruits,4421,900,31
2024-06-23,B,Bakery,2985,864,66
2024-06-23,B,Dairy,3286,722,23
2024-06-23,B,Beverages,2952,533,84
2024-06-23,C,Bakery,3999,852,101
2024-06-23,B,Fruits,3983,705,85
2024-06-23,A,Bakery,3329,641,91
2024-06-23,A,Dairy,3646,730,104
2024-06-23,A,Beverages,2412,516,54
2024-06-23,A,Snacks,2529,437,35
2024-06-23,A,Fruits,1480,289,119
2024-06-23,B,Snacks,3797,970,59
2024-06-24,C,Bakery,1781,484,96
2024-06-24,C,Dairy,1044,234,85
2024-06-24,C,Beverages,3948,780,96
2024-06-24,C,Snacks,3673,580,38
2024-06-24,C,Fruits,4485,1016,96
2024-06-24,B,Bakery,876,215,67
2024-06-24,B,Dairy,3944,975,23
2024-06-24,B,Beverages,3060,718,71
2024-06-24,B,Fruits,4538,1099,63
2024-06-24,A,Bakery,3981,1048,94
2024-06-24,A,Dairy,2099,519,54
2024-06-24,A,Beverages,3368,961,81
2024-06-24,A,Snacks,1022,193,22
2024-06-24,A,Fruits,4830,1346,38
2024-06-24,B,Snacks,893,249,63
2024-06-25,C,Bakery,2525,512,108
2024-06-25,C,Dairy,4823,1038,63
2024-06-25,C,Beverages,1357,215,83
2024-06-25,C,Snacks,4070,731,34
2024-06-25,C,Fruits,4608,1147,64
2024-06-25,B,Bakery,3451,953,42
